Station_ID,Station Name,Date,Time,Parameter (units),Results,RDL
92,LPIN000.2-4177,10/24/2011,13:10,pH - Field (None),7.38,
92,LPIN000.2-4177,10/24/2011,13:10,Specific Conductivity (umho/cm),70,
92,LPIN000.2-4177,10/24/2011,13:10,Dissolved Oxygen (mg/l),11.42,
92,LPIN000.2-4177,10/24/2011,13:10,Turbidity (NTU),2.08,
92,LPIN000.2-4177,10/24/2011,13:10,Suspended Sediment (mg/l),1.81,
1806,MARS001.5-4177,10/25/2011,14:20,Flow (cfs),142.29,
1806,MARS001.5-4177,10/25/2011,14:20,Water Temperature (deg C),9.75,
1806,MARS001.5-4177,10/25/2011,14:20,pH - Field (None),7.18,
1806,MARS001.5-4177,10/25/2011,14:20,Specific Conductivity (umho/cm),105,
1806,MARS001.5-4177,10/25/2011,14:20,Dissolved Oxygen (mg/l),10.43,
1806,MARS001.5-4177,10/25/2011,14:20,Turbidity (NTU),4.15,
1806,MARS001.5-4177,10/25/2011,14:20,Suspended Sediment (mg/l),2.62,
1805,PINE048.8-4177,10/25/2011,16:00,Water Temperature (deg C),9.52,
1805,PINE048.8-4177,10/25/2011,16:00,pH - Field (None),8.15,
1805,PINE048.8-4177,10/25/2011,16:00,Specific Conductivity (umho/cm),66,
1805,PINE048.8-4177,10/25/2011,16:00,Dissolved Oxygen (mg/l),11.87,
1805,PINE048.8-4177,10/25/2011,16:00,Turbidity (NTU),2.43,
1805,PINE048.8-4177,10/25/2011,16:00,Suspended Sediment (mg/l),0.77,
1810,NINE000.1-4177,10/25/2011,10:20,Flow (cfs),55.846,
1810,NINE000.1-4177,10/25/2011,10:20,Water Temperature (deg C),7.29,
1810,NINE000.1-4177,10/25/2011,10:20,pH - Field (None),7.07,
1810,NINE000.1-4177,10/25/2011,10:20,Specific Conductivity (umho/cm),46,
1810,NINE000.1-4177,10/25/2011,10:20,Dissolved Oxygen (mg/l),11.58,
1810,NINE000.1-4177,10/25/2011,10:20,Turbidity (NTU),1.92,
1810,NINE000.1-4177,10/25/2011,10:20,Suspended Sediment (mg/l),0.6,
1811,PINE077.1-4177,10/25/2011,11:05,Flow (cfs),23.632,
1811,PINE077.1-4177,10/25/2011,11:05,Water Temperature (deg C),7.58,
1811,PINE077.1-4177,10/25/2011,11:05,pH - Field (None),7.35,
1811,PINE077.1-4177,10/25/2011,11:05,Specific Conductivity (umho/cm),63,
1811,PINE077.1-4177,10/25/2011,11:05,Dissolved Oxygen (mg/l),11.84,
1811,PINE077.1-4177,10/25/2011,11:05,Turbidity (NTU),2.53,
1811,PINE077.1-4177,10/25/2011,11:05,Suspended Sediment (mg/l),0.13,
1667,WPIN001.5-4177,10/25/2011,12:00,Flow (cfs),229.516,
1667,WPIN001.5-4177,10/25/2011,12:00,Water Temperature (deg C),7.8,
1667,WPIN001.5-4177,10/25/2011,12:00,pH - Field (None),7.12,
1667,WPIN001.5-4177,10/25/2011,12:00,Specific Conductivity (umho/cm),41,
1667,WPIN001.5-4177,10/25/2011,12:00,Dissolved Oxygen (mg/l),11.75,
1667,WPIN001.5-4177,10/25/2011,12:00,Turbidity (NTU),1.73,
1667,WPIN001.5-4177,10/25/2011,12:00,Suspended Sediment (mg/l),0.96,
1666,ELKR000.5-4177,10/25/2011,18:15,Flow (cfs),42.882,
1666,ELKR000.5-4177,10/25/2011,18:15,Water Temperature (deg C),9.64,
1666,ELKR000.5-4177,10/25/2011,18:15,pH - Field (None),7.48,
1666,ELKR000.5-4177,10/25/2011,18:15,Specific Conductivity (umho/cm),67,
1666,ELKR000.5-4177,10/25/2011,18:15,Dissolved Oxygen (mg/l),10.83,
1666,ELKR000.5-4177,10/25/2011,18:15,Turbidity (NTU),3.74,
1666,ELKR000.5-4177,10/25/2011,18:15,Suspended Sediment (mg/l),3.01,
1731,LONG001.3-4177,10/25/2011,17:25,Flow (cfs),37.769,
1731,LONG001.3-4177,10/25/2011,17:25,Water Temperature (deg C),10.26,
1731,LONG001.3-4177,10/25/2011,17:25,pH - Field (None),7.47,
1731,LONG001.3-4177,10/25/2011,17:25,Specific Conductivity (umho/cm),73,
1731,LONG001.3-4177,10/25/2011,17:25,Dissolved Oxygen (mg/l),10.73,
1731,LONG001.3-4177,10/25/2011,17:25,Turbidity (NTU),2.15,
1731,LONG001.3-4177,10/25/2011,17:25,Suspended Sediment (mg/l),0.93,
1667,WPIN001.5-4177,10/12/2011,8:40,Flow (cfs),111.611,
1667,WPIN001.5-4177,10/12/2011,8:40,Water Temperature (deg C),11.2,
1667,WPIN001.5-4177,10/12/2011,8:40,pH - Field (None),6.98,
1667,WPIN001.5-4177,10/12/2011,8:40,Specific Conductivity (umho/cm),45.9,
1667,WPIN001.5-4177,10/12/2011,8:40,Dissolved Oxygen (mg/l),10.65,
1667,WPIN001.5-4177,10/12/2011,8:40,Turbidity (NTU),1.46,
1666,ELKR000.5-4177,10/12/2011,10:00,Flow (cfs),15.59,
1666,ELKR000.5-4177,10/12/2011,10:00,Water Temperature (deg C),11.7,
1666,ELKR000.5-4177,10/12/2011,10:00,pH - Field (None),7.51,
1666,ELKR000.5-4177,10/12/2011,10:00,Specific Conductivity (umho/cm),79.4,
1666,ELKR000.5-4177,10/12/2011,10:00,Dissolved Oxygen (mg/l),10.68,
1666,ELKR000.5-4177,10/12/2011,10:00,Turbidity (NTU),2.05,
1731,LONG001.3-4177,10/12/2011,11:00,Flow (cfs),14.028,
1731,LONG001.3-4177,10/12/2011,11:00,Water Temperature (deg C),12.6,
1731,LONG001.3-4177,10/12/2011,11:00,pH - Field (None),7.61,
1731,LONG001.3-4177,10/12/2011,11:00,Specific Conductivity (umho/cm),86.7,
1731,LONG001.3-4177,10/12/2011,11:00,Dissolved Oxygen (mg/l),10.46,
1731,LONG001.3-4177,10/12/2011,11:00,Turbidity (NTU),2.3,
1669,BLOC001.3-4177,10/13/2011,14:15,Flow (cfs),56,
1669,BLOC001.3-4177,10/13/2011,14:15,Water Temperature (deg C),13.1,
1669,BLOC001.3-4177,10/13/2011,14:15,pH - Field (None),7.52,
1669,BLOC001.3-4177,10/13/2011,14:15,Specific Conductivity (umho/cm),91,
1669,BLOC001.3-4177,10/13/2011,14:15,Dissolved Oxygen (mg/l),10.5,
1669,BLOC001.3-4177,10/13/2011,14:15,Turbidity (NTU),2.11,
1669,BLOC001.3-4177,11/17/2011,8:20,Water Temperature (deg C),6.9,
1669,BLOC001.3-4177,11/17/2011,8:20,pH - Field (None),7.59,
1669,BLOC001.3-4177,11/17/2011,8:20,Specific Conductivity (umho/cm),71.5,
1669,BLOC001.3-4177,11/17/2011,8:20,Dissolved Oxygen (mg/l),10.47,
1669,BLOC001.3-4177,11/17/2011,8:20,Turbidity (NTU),1.54,
1669,BLOC001.3-4177,11/17/2011,8:20,Flow (cfs),39,
1667,WPIN001.5-4177,11/17/2011,9:50,Flow (cfs),127.816,
1667,WPIN001.5-4177,11/17/2011,9:50,Water Temperature (deg C),6.3,
1667,WPIN001.5-4177,11/17/2011,9:50,pH - Field (None),7.15,
1667,WPIN001.5-4177,11/17/2011,9:50,Specific Conductivity (umho/cm),33.8,
1667,WPIN001.5-4177,11/17/2011,9:50,Dissolved Oxygen (mg/l),10.39,
1667,WPIN001.5-4177,11/17/2011,9:50,Turbidity (NTU),2.52,
1806,MARS001.5-4177,11/17/2011,10:50,Water Temperature (deg C),7.5,
1806,MARS001.5-4177,11/17/2011,10:50,pH - Field (None),7.23,
1806,MARS001.5-4177,11/17/2011,10:50,Specific Conductivity (umho/cm),110.5,
1806,MARS001.5-4177,11/17/2011,10:50,Dissolved Oxygen (mg/l),8.96,
1806,MARS001.5-4177,11/17/2011,10:50,Turbidity (NTU),11.4,
1811,PINE077.1-4177,11/17/2011,11:35,Flow (cfs),15.473,
1811,PINE077.1-4177,11/17/2011,11:35,Water Temperature (deg C),6.1,
1811,PINE077.1-4177,11/17/2011,11:35,pH - Field (None),7.71,
1811,PINE077.1-4177,11/17/2011,11:35,Specific Conductivity (umho/cm),50.8,
1811,PINE077.1-4177,11/17/2011,11:35,Dissolved Oxygen (mg/l),10.8,
1811,PINE077.1-4177,11/17/2011,11:35,Turbidity (NTU),2.31,
1810,NINE000.1-4177,11/17/2011,12:15,Flow (cfs),20.605,
1810,NINE000.1-4177,11/17/2011,12:15,Water Temperature (deg C),6.2,
1810,NINE000.1-4177,11/17/2011,12:15,pH - Field (None),7.4,
1810,NINE000.1-4177,11/17/2011,12:15,Specific Conductivity (umho/cm),40.9,
1810,NINE000.1-4177,11/17/2011,12:15,Dissolved Oxygen (mg/l),10.29,
1810,NINE000.1-4177,11/17/2011,12:15,Turbidity (NTU),1.72,
1666,ELKR000.5-4177,11/30/2011,13:15,Flow (cfs),69.653,
1666,ELKR000.5-4177,11/30/2011,13:15,Water Temperature (deg C),7.3,
1666,ELKR000.5-4177,11/30/2011,13:15,pH - Field (None),7.54,
1666,ELKR000.5-4177,11/30/2011,13:15,Specific Conductivity (umho/cm),57.7,
1666,ELKR000.5-4177,11/30/2011,13:15,Dissolved Oxygen (mg/l),9.91,
1666,ELKR000.5-4177,11/30/2011,13:15,Turbidity (NTU),7.72,
1731,LONG001.3-4177,11/30/2011,13:50,Water Temperature (deg C),7.4,
1731,LONG001.3-4177,11/30/2011,13:50,pH - Field (None),7.49,
1731,LONG001.3-4177,11/30/2011,13:50,Specific Conductivity (umho/cm),62.4,
1731,LONG001.3-4177,11/30/2011,13:50,Dissolved Oxygen (mg/l),9.96,
1731,LONG001.3-4177,11/30/2011,13:50,Turbidity (NTU),6.16,
92,LPIN000.2-4177,11/30/2011,15:30,Water Temperature (deg C),9,
92,LPIN000.2-4177,11/30/2011,15:30,pH - Field (None),7.43,
92,LPIN000.2-4177,11/30/2011,15:30,Specific Conductivity (umho/cm),63.9,
92,LPIN000.2-4177,11/30/2011,15:30,Dissolved Oxygen (mg/l),9.79,
92,LPIN000.2-4177,11/30/2011,15:30,Turbidity (NTU),6.53,
1805,PINE048.8-4177,12/6/2011,12:30,Water Temperature (deg C),6.9,
1805,PINE048.8-4177,12/6/2011,12:30,pH - Field (None),7.65,
1805,PINE048.8-4177,12/6/2011,12:30,Specific Conductivity (umho/cm),21.3,
1805,PINE048.8-4177,12/6/2011,12:30,Dissolved Oxygen (mg/l),10.57,
1805,PINE048.8-4177,12/6/2011,12:30,Turbidity (NTU),2.77,
1669,BLOC001.3-4177,1/4/2012,15:50,Water Temperature (deg C),0.2,
1669,BLOC001.3-4177,1/4/2012,15:50,pH - Field (None),7.55,
1669,BLOC001.3-4177,1/4/2012,15:50,Specific Conductivity (umho/cm),74.9,
1669,BLOC001.3-4177,1/4/2012,15:50,Dissolved Oxygen (mg/l),11.79,
1669,BLOC001.3-4177,1/4/2012,15:50,Turbidity (NTU),2.92,
1669,BLOC001.3-4177,1/4/2012,15:50,Flow (cfs),58,
1667,WPIN001.5-4177,1/5/2012,10:55,Flow (cfs),173.425,
1667,WPIN001.5-4177,1/5/2012,10:55,Water Temperature (deg C),2.3,
1667,WPIN001.5-4177,1/5/2012,10:55,pH - Field (None),6.94,
1667,WPIN001.5-4177,1/5/2012,10:55,Specific Conductivity (umho/cm),38.4,
1667,WPIN001.5-4177,1/5/2012,10:55,Dissolved Oxygen (mg/l),11.28,
1667,WPIN001.5-4177,1/5/2012,10:55,Turbidity (NTU),1.38,
1811,PINE077.1-4177,1/5/2012,12:00,Flow (cfs),22.972,
1811,PINE077.1-4177,1/5/2012,12:00,Water Temperature (deg C),3.1,
1811,PINE077.1-4177,1/5/2012,12:00,pH - Field (None),6.93,
1811,PINE077.1-4177,1/5/2012,12:00,Specific Conductivity (umho/cm),58.4,
1811,PINE077.1-4177,1/5/2012,12:00,Dissolved Oxygen (mg/l),10.87,
1811,PINE077.1-4177,1/5/2012,12:00,Turbidity (NTU),2.43,
1810,NINE000.1-4177,1/5/2012,12:22,Flow (cfs),39.197,
1810,NINE000.1-4177,1/5/2012,12:22,Water Temperature (deg C),3.7,
1810,NINE000.1-4177,1/5/2012,12:22,pH - Field (None),6.83,
1810,NINE000.1-4177,1/5/2012,12:22,Specific Conductivity (umho/cm),42.7,
1810,NINE000.1-4177,1/5/2012,12:22,Dissolved Oxygen (mg/l),10.44,
1810,NINE000.1-4177,1/5/2012,12:22,Turbidity (NTU),1.89,
1806,MARS001.5-4177,1/5/2012,13:40,Water Temperature (deg C),0.8,
1806,MARS001.5-4177,1/5/2012,13:40,pH - Field (None),6.87,
1806,MARS001.5-4177,1/5/2012,13:40,Specific Conductivity (umho/cm),104.3,
1806,MARS001.5-4177,1/5/2012,13:40,Dissolved Oxygen (mg/l),10.86,
1806,MARS001.5-4177,1/5/2012,13:40,Turbidity (NTU),6.79,
92,LPIN000.2-4177,1/9/2012,14:15,Flow (cfs),223.017,
92,LPIN000.2-4177,1/9/2012,14:15,Water Temperature (deg C),3,
92,LPIN000.2-4177,1/9/2012,14:15,pH - Field (None),7.53,
92,LPIN000.2-4177,1/9/2012,14:15,Specific Conductivity (umho/cm),81,
92,LPIN000.2-4177,1/9/2012,14:15,Dissolved Oxygen (mg/l),13.6,
92,LPIN000.2-4177,1/9/2012,14:15,Turbidity (NTU),2.21,
92,LPIN000.2-4177,1/9/2012,14:15,Suspended Sediment (mg/l),0.05,
1669,BLOC001.3-4177,1/9/2012,15:25,Water Temperature (deg C),2.29,
1669,BLOC001.3-4177,1/9/2012,15:25,pH - Field (None),7.56,
1669,BLOC001.3-4177,1/9/2012,15:25,Specific Conductivity (umho/cm),76,
1669,BLOC001.3-4177,1/9/2012,15:25,Dissolved Oxygen (mg/l),13.39,
1669,BLOC001.3-4177,1/9/2012,15:25,Turbidity (NTU),1.92,
1669,BLOC001.3-4177,1/9/2012,15:25,Suspended Sediment (mg/l),0.42,
1669,BLOC001.3-4177,1/9/2012,15:25,Flow (cfs),38,
1805,PINE048.8-4177,1/10/2012,10:00,Water Temperature (deg C),0.77,
1805,PINE048.8-4177,1/10/2012,10:00,pH - Field (None),7.98,
1805,PINE048.8-4177,1/10/2012,10:00,Specific Conductivity (umho/cm),68,
1805,PINE048.8-4177,1/10/2012,10:00,Dissolved Oxygen (mg/l),13.88,
1805,PINE048.8-4177,1/10/2012,10:00,Turbidity (NTU),1.6,
1805,PINE048.8-4177,1/10/2012,10:00,Suspended Sediment (mg/l),0.28,
1667,WPIN001.5-4177,1/10/2012,11:15,Flow (cfs),109.584,
1667,WPIN001.5-4177,1/10/2012,11:15,Water Temperature (deg C),2.75,
1667,WPIN001.5-4177,1/10/2012,11:15,pH - Field (None),7.52,
1667,WPIN001.5-4177,1/10/2012,11:15,Specific Conductivity (umho/cm),40,
1667,WPIN001.5-4177,1/10/2012,11:15,Dissolved Oxygen (mg/l),13.04,
1667,WPIN001.5-4177,1/10/2012,11:15,Turbidity (NTU),1.24,
1666,ELKR000.5-4177,1/10/2012,12:15,Flow (cfs),18.386,
1666,ELKR000.5-4177,1/10/2012,12:15,Water Temperature (deg C),2.01,
1666,ELKR000.5-4177,1/10/2012,12:15,pH - Field (None),7.46,
1666,ELKR000.5-4177,1/10/2012,12:15,Specific Conductivity (umho/cm),49,
1666,ELKR000.5-4177,1/10/2012,12:15,Dissolved Oxygen (mg/l),13.37,
1666,ELKR000.5-4177,1/10/2012,12:15,Turbidity (NTU),2.67,
1666,ELKR000.5-4177,1/10/2012,12:15,Suspended Sediment (mg/l),1.42,
1731,LONG001.3-4177,1/10/2012,13:00,Flow (cfs),18.205,
1731,LONG001.3-4177,1/10/2012,13:00,Water Temperature (deg C),2.34,
1731,LONG001.3-4177,1/10/2012,13:00,pH - Field (None),7.45,
1731,LONG001.3-4177,1/10/2012,13:00,Specific Conductivity (umho/cm),70,
1731,LONG001.3-4177,1/10/2012,13:00,Dissolved Oxygen (mg/l),13.14,
1731,LONG001.3-4177,1/10/2012,13:00,Turbidity (NTU),1.19,
1731,LONG001.3-4177,1/10/2012,13:00,Suspended Sediment (mg/l),0.38,
1811,PINE077.1-4177,1/10/2012,15:30,Flow (cfs),12.986,
1811,PINE077.1-4177,1/10/2012,15:30,Water Temperature (deg C),4.11,
1811,PINE077.1-4177,1/10/2012,15:30,pH - Field (None),7.38,
1811,PINE077.1-4177,1/10/2012,15:30,Specific Conductivity (umho/cm),61,
1811,PINE077.1-4177,1/10/2012,15:30,Dissolved Oxygen (mg/l),12.54,
1811,PINE077.1-4177,1/10/2012,15:30,Turbidity (NTU),1.17,
1811,PINE077.1-4177,1/10/2012,15:30,Suspended Sediment (mg/l),2.15,
1806,MARS001.5-4177,1/11/2012,13:30,Flow (cfs),68.519,
1806,MARS001.5-4177,1/11/2012,13:30,Water Temperature (deg C),1.61,
1806,MARS001.5-4177,1/11/2012,13:30,pH - Field (None),8.12,
1806,MARS001.5-4177,1/11/2012,13:30,Specific Conductivity (umho/cm),123,
1806,MARS001.5-4177,1/11/2012,13:30,Dissolved Oxygen (mg/l),12.65,
1806,MARS001.5-4177,1/11/2012,13:30,Turbidity (NTU),3.43,
1806,MARS001.5-4177,1/11/2012,13:30,Suspended Sediment (mg/l),3.57,
1811,PINE077.1-4177,5/4/2011,11:25,Flow (cfs),44.048,
1811,PINE077.1-4177,5/4/2011,11:25,Water Temperature (deg C),7.5,
1811,PINE077.1-4177,5/4/2011,11:25,pH - Field (None),7.81,
1811,PINE077.1-4177,5/4/2011,11:25,Specific Conductivity (umho/cm),57.8,
1811,PINE077.1-4177,5/4/2011,11:25,Dissolved Oxygen (mg/l),11.79,
1811,PINE077.1-4177,5/4/2011,11:25,Turbidity (NTU),4.34,
1810,NINE000.1-4177,5/4/2011,13:24,Flow (cfs),77.702,
1810,NINE000.1-4177,5/4/2011,13:24,Water Temperature (deg C),7.9,
1810,NINE000.1-4177,5/4/2011,13:24,pH - Field (None),7.12,
1810,NINE000.1-4177,5/4/2011,13:24,Specific Conductivity (umho/cm),46,
1810,NINE000.1-4177,5/4/2011,13:24,Dissolved Oxygen (mg/l),11.82,
1810,NINE000.1-4177,5/4/2011,13:24,Turbidity (NTU),2.84,
92,LPIN000.2-4177,1/25/2012,8:40,Water Temperature (deg C),2.4,
92,LPIN000.2-4177,1/25/2012,8:40,pH - Field (None),8.02,
92,LPIN000.2-4177,1/25/2012,8:40,Specific Conductivity (umho/cm),19.1,
92,LPIN000.2-4177,1/25/2012,8:40,Dissolved Oxygen (mg/l),14.66,
92,LPIN000.2-4177,1/25/2012,8:40,Turbidity (NTU),1.22,
1666,ELKR000.5-4177,1/25/2012,10:30,Flow (cfs),23.806,
1666,ELKR000.5-4177,1/25/2012,10:30,Water Temperature (deg C),2,
1666,ELKR000.5-4177,1/25/2012,10:30,pH - Field (None),7.4,
1666,ELKR000.5-4177,1/25/2012,10:30,Specific Conductivity (umho/cm),14.4,
1666,ELKR000.5-4177,1/25/2012,10:30,Dissolved Oxygen (mg/l),14.61,
1666,ELKR000.5-4177,1/25/2012,10:30,Turbidity (NTU),4.09,
1731,LONG001.3-4177,1/25/2012,11:05,Flow (cfs),28.493,
1731,LONG001.3-4177,1/25/2012,11:05,Water Temperature (deg C),1.9,
1731,LONG001.3-4177,1/25/2012,11:05,pH - Field (None),7.44,
1731,LONG001.3-4177,1/25/2012,11:05,Specific Conductivity (umho/cm),16.5,
1731,LONG001.3-4177,1/25/2012,11:05,Dissolved Oxygen (mg/l),14.52,
1731,LONG001.3-4177,1/25/2012,11:05,Turbidity (NTU),3.65,
1731,LONG001.3-4177,2/2/2012,12:00,Water Temperature (deg C),3.1,
1731,LONG001.3-4177,2/2/2012,12:00,pH - Field (None),8.65,
1731,LONG001.3-4177,2/2/2012,12:00,Specific Conductivity (umho/cm),57.9,
1731,LONG001.3-4177,2/2/2012,12:00,Dissolved Oxygen (mg/l),13.88,
1731,LONG001.3-4177,2/2/2012,12:00,Turbidity (NTU),4..08,
1667,WPIN001.5-4177,2/8/2012,12:10,Flow (cfs),132.502,
1667,WPIN001.5-4177,2/8/2012,12:10,Water Temperature (deg C),3.3,
1667,WPIN001.5-4177,2/8/2012,12:10,pH - Field (None),7.32,
1667,WPIN001.5-4177,2/8/2012,12:10,Specific Conductivity (umho/cm),17.7,
1667,WPIN001.5-4177,2/8/2012,12:10,Dissolved Oxygen (mg/l),13.69,
1667,WPIN001.5-4177,2/8/2012,12:10,Turbidity (NTU),1.77,
1811,PINE077.1-4177,2/23/2012,11:10,Flow (cfs),7.617,
1811,PINE077.1-4177,2/23/2012,11:10,Water Temperature (deg C),4,
1811,PINE077.1-4177,2/23/2012,11:10,pH - Field (None),7.68,
1811,PINE077.1-4177,2/23/2012,11:10,Specific Conductivity (umho/cm),75.3,
1811,PINE077.1-4177,2/23/2012,11:10,Dissolved Oxygen (mg/l),13.66,
1811,PINE077.1-4177,2/23/2012,11:10,Turbidity (NTU),1.59,
1810,NINE000.1-4177,2/23/2012,11:45,Flow (cfs),14.117,
1810,NINE000.1-4177,2/23/2012,11:45,Water Temperature (deg C),4.3,
1810,NINE000.1-4177,2/23/2012,11:45,pH - Field (None),7.4,
1810,NINE000.1-4177,2/23/2012,11:45,Specific Conductivity (umho/cm),57.5,
1810,NINE000.1-4177,2/23/2012,11:45,Dissolved Oxygen (mg/l),13.22,
1810,NINE000.1-4177,2/23/2012,11:45,Turbidity (NTU),1.38,
1806,MARS001.5-4177,2/23/2012,13:00,Flow (cfs),53.437,
1806,MARS001.5-4177,2/23/2012,13:00,Water Temperature (deg C),4.2,
1806,MARS001.5-4177,2/23/2012,13:00,pH - Field (None),7.43,
1806,MARS001.5-4177,2/23/2012,13:00,Specific Conductivity (umho/cm),153.3,
1806,MARS001.5-4177,2/23/2012,13:00,Dissolved Oxygen (mg/l),13.13,
1806,MARS001.5-4177,2/23/2012,13:00,Turbidity (NTU),4.4,
1669,BLOC001.3-4177,3/1/2012,13:00,Water Temperature (deg C),2.9,
1669,BLOC001.3-4177,3/1/2012,13:00,pH - Field (None),7.32,
1669,BLOC001.3-4177,3/1/2012,13:00,Specific Conductivity (umho/cm),92.7,
1669,BLOC001.3-4177,3/1/2012,13:00,Dissolved Oxygen (mg/l),14.26,
1669,BLOC001.3-4177,3/1/2012,13:00,Turbidity (NTU),19,
1669,BLOC001.3-4177,3/1/2012,13:00,Flow (cfs),171,
1666,ELKR000.5-4177,3/15/2012,13:30,Water Temperature (deg C),8.3,
1666,ELKR000.5-4177,3/15/2012,13:30,pH - Field (None),7.73,
1666,ELKR000.5-4177,3/15/2012,13:30,Specific Conductivity (umho/cm),33.2,
1666,ELKR000.5-4177,3/15/2012,13:30,Dissolved Oxygen (mg/l),11.48,
1666,ELKR000.5-4177,3/15/2012,13:30,Turbidity (NTU),7.78,
92,LPIN000.2-4177,3/15/2012,15:00,Water Temperature (deg C),9.5,
92,LPIN000.2-4177,3/15/2012,15:00,pH - Field (None),7.58,
92,LPIN000.2-4177,3/15/2012,15:00,Specific Conductivity (umho/cm),43.7,
92,LPIN000.2-4177,3/15/2012,15:00,Dissolved Oxygen (mg/l),12.16,
92,LPIN000.2-4177,3/15/2012,15:00,Turbidity (NTU),3.33,
92,LPIN000.2-4177,3/19/2012,15:30,Flow (cfs),233.175,
92,LPIN000.2-4177,3/19/2012,15:30,Water Temperature (deg C),12.92,
92,LPIN000.2-4177,3/19/2012,15:30,pH - Field (None),7.51,
92,LPIN000.2-4177,3/19/2012,15:30,Specific Conductivity (umho/cm),110,
92,LPIN000.2-4177,3/19/2012,15:30,Dissolved Oxygen (mg/l),11.18,
92,LPIN000.2-4177,3/19/2012,15:30,Turbidity (NTU),2.86,
92,LPIN000.2-4177,3/19/2012,15:30,Suspended Sediment (mg/l),0.7,
1669,BLOC001.3-4177,3/19/2012,16:30,Water Temperature (deg C),12.95,
1669,BLOC001.3-4177,3/19/2012,16:30,pH - Field (None),7.76,
1669,BLOC001.3-4177,3/19/2012,16:30,Specific Conductivity (umho/cm),85,
1669,BLOC001.3-4177,3/19/2012,16:30,Dissolved Oxygen (mg/l),10.68,
1669,BLOC001.3-4177,3/19/2012,16:30,Turbidity (NTU),3.59,
1669,BLOC001.3-4177,3/19/2012,16:30,Suspended Sediment (mg/l),1.41,
1669,BLOC001.3-4177,3/19/2012,16:30,Flow (cfs),49,
1805,PINE048.8-4177,3/20/2012,10:00,Water Temperature (deg C),11.73,
1805,PINE048.8-4177,3/20/2012,10:00,pH - Field (None),7.79,
1805,PINE048.8-4177,3/20/2012,10:00,Specific Conductivity (umho/cm),68,
1805,PINE048.8-4177,3/20/2012,10:00,Dissolved Oxygen (mg/l),10.72,
1805,PINE048.8-4177,3/20/2012,10:00,Turbidity (NTU),5.82,
1805,PINE048.8-4177,3/20/2012,10:00,Suspended Sediment (mg/l),3.54,
1811,PINE077.1-4177,3/20/2012,16:00,Flow (cfs),186,
1811,PINE077.1-4177,3/20/2012,16:00,Suspended Sediment (mg/l),4.25,
1667,WPIN001.5-4177,3/20/2012,11:45,Flow (cfs),186.007,
1667,WPIN001.5-4177,3/20/2012,11:45,Water Temperature (deg C),9.83,
1667,WPIN001.5-4177,3/20/2012,11:45,pH - Field (None),7.34,
1667,WPIN001.5-4177,3/20/2012,11:45,Specific Conductivity (umho/cm),41,
1667,WPIN001.5-4177,3/20/2012,11:45,Dissolved Oxygen (mg/l),11.11,
1667,WPIN001.5-4177,3/20/2012,11:45,Turbidity (NTU),5.84,
1667,WPIN001.5-4177,3/20/2012,11:45,Suspended Sediment (mg/l),2.34,
1666,ELKR000.5-4177,3/20/2012,12:40,Flow (cfs),23.436,
1666,ELKR000.5-4177,3/20/2012,12:40,Water Temperature (deg C),10.22,
1666,ELKR000.5-4177,3/20/2012,12:40,pH - Field (None),7.56,
1666,ELKR000.5-4177,3/20/2012,12:40,Specific Conductivity (umho/cm),65,
1666,ELKR000.5-4177,3/20/2012,12:40,Dissolved Oxygen (mg/l),11.21,
1666,ELKR000.5-4177,3/20/2012,12:40,Turbidity (NTU),10,
1666,ELKR000.5-4177,3/20/2012,12:40,Suspended Sediment (mg/l),7.52,
1731,LONG001.3-4177,3/20/2012,13:30,Flow (cfs),24.765,
1731,LONG001.3-4177,3/20/2012,13:30,Water Temperature (deg C),10.14,
1731,LONG001.3-4177,3/20/2012,13:30,pH - Field (None),7.53,
1731,LONG001.3-4177,3/20/2012,13:30,Specific Conductivity (umho/cm),77,
1731,LONG001.3-4177,3/20/2012,13:30,Dissolved Oxygen (mg/l),11.12,
1731,LONG001.3-4177,3/20/2012,13:30,Turbidity (NTU),3.65,
1731,LONG001.3-4177,3/20/2012,13:30,Suspended Sediment (mg/l),3.15,
1810,NINE000.1-4177,3/20/2012,15:40,Flow (cfs),30.273,
1810,NINE000.1-4177,3/20/2012,15:40,Water Temperature (deg C),11.67,
1810,NINE000.1-4177,3/20/2012,15:40,pH - Field (None),7.31,
1810,NINE000.1-4177,3/20/2012,15:40,Specific Conductivity (umho/cm),55,
1810,NINE000.1-4177,3/20/2012,15:40,Dissolved Oxygen (mg/l),10.55,
1810,NINE000.1-4177,3/20/2012,15:40,Turbidity (NTU),3.2,
1810,NINE000.1-4177,3/20/2012,15:40,Suspended Sediment (mg/l),9.7,
1806,MARS001.5-4177,3/21/2012,14:30,Flow (cfs),81.814,
1806,MARS001.5-4177,3/21/2012,14:30,Water Temperature (deg C),12.11,
1806,MARS001.5-4177,3/21/2012,14:30,pH - Field (None),7.78,
1806,MARS001.5-4177,3/21/2012,14:30,Specific Conductivity (umho/cm),117,
1806,MARS001.5-4177,3/21/2012,14:30,Dissolved Oxygen (mg/l),10.64,
1806,MARS001.5-4177,3/21/2012,14:30,Turbidity (NTU),5.55,
1806,MARS001.5-4177,3/21/2012,14:30,Suspended Sediment (mg/l),4.12,
1805,PINE048.8-4177,4/3/2012,9:35,Water Temperature (deg C),6.64,
